Business_id,top1,top2,top3
djZua1IbMN9KBEWJXKW1MA,50 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",16 % of the reviews are talking about the food quality
dpywCoS-f8HcBiSTNcMJrw,42 % of the reviews are talking about the Service,28 % of the reviews are talking about the food quality,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness."
dqSHsdKjsLXP8lqloBDPXg,60 % of the reviews are talking about the food quality,40 % of the reviews are talking about the Service,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ds9BvDTZP3TMUlCa3OwNNQ,"100 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
dv2LfEn4p3ncG_1jYIoZ7g,50 % of the reviews are talking about the Service,"31 % are talking about other attributes like waiting time, price, ambience and cleanliness.",18 % of the reviews are talking about the food quality
dzywj-QGW6HUSdolS4mzLA,100 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality,"0 % are talking about other attributes like waiting time, price, ambience and cleanliness."
e-9f6vasnWh3z0uOq287Aw,"71 % are talking about other attributes like waiting time, price, ambience and cleanliness.",14 % of the reviews are talking about the food quality,14 % of the reviews are talking about the Service
e-Hw1QkvwM2wN5Wm7p_msw,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",35 % of the reviews are talking about the Service,14 % of the reviews are talking about the food quality
e52VGc2dIOoBiDf_gU-kqA,"100 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
e69v6hfCkr25M5DaLSS8CQ,60 % of the reviews are talking about the Service,"21 % are talking about other attributes like waiting time, price, ambience and cleanliness.",18 % of the reviews are talking about the food quality
e8wPL-2r2F6-7ucb_VOilA,50 % of the reviews are talking about the Service,40 % of the reviews are talking about the food quality,"10 % are talking about other attributes like waiting time, price, ambience and cleanliness."
e9QjTA0wa0s6UvLPTnu4cw,41 % of the reviews are talking about the Service,"41 % are talking about other attributes like waiting time, price, ambience and cleanliness.",16 % of the reviews are talking about the food quality
e9SyVTA-4cePHuc-pOdwQw,50 % of the reviews are talking about the Service,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality
eEPTTvCV5iHfoacwa43lBQ,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality,25 % of the reviews are talking about the Service
eM7kvr9rSIJkDs9VWTko1A,52 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"14 % are talking about other attributes like waiting time, price, ambience and cleanliness."
ePkouyI6uFc9ifEzvxD4jw,42 % of the reviews are talking about the Service,28 % of the reviews are talking about the food quality,"28 % are talking about other attributes like waiting time, price, ambience and cleanliness."
eVNio5bnzrLPuebbgnKVzw,53 % of the reviews are talking about the Service,38 % of the reviews are talking about the food quality,"7 % are talking about other attributes like waiting time, price, ambience and cleanliness."
eVZJvkjZDPYyQPntRjwiLA,"66 % are talking about other attributes like waiting time, price, ambience and cleanliness.",16 % of the reviews are talking about the food quality,16 % of the reviews are talking about the Service
ecn5dq7bFA6wCeeNnXxSzw,41 % of the reviews are talking about the Service,"39 % are talking about other attributes like waiting time, price, ambience and cleanliness.",19 % of the reviews are talking about the food quality
efEzgGaHeuwQFtBvSsKoSw,"100 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the food quality,0 % of the reviews are talking about the Service
egPsLkuY3XFHJNxum5S0bA,55 % of the reviews are talking about the food quality,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",11 % of the reviews are talking about the Service
ej45GszF63f15OmzDaKfZQ,50 % of the reviews are talking about the food quality,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",0 % of the reviews are talking about the Service
en-qw089uyISqOTUJb3dhw,50 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"16 % are talking about other attributes like waiting time, price, ambience and cleanliness."
etGW0g4oIABVeC4Sk5YBDQ,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the Service,16 % of the reviews are talking about the food quality
etylBefPKEMjm9nS9c1qiw,"44 % are talking about other attributes like waiting time, price, ambience and cleanliness.",33 % of the reviews are talking about the food quality,22 % of the reviews are talking about the Service
eurb6L87Fz4icVdbMdQnkA,"48 % are talking about other attributes like waiting time, price, ambience and cleanliness.",41 % of the reviews are talking about the Service,10 % of the reviews are talking about the food quality
euxQLuOeFIfsZWj6PmHp7g,"57 % are talking about other attributes like waiting time, price, ambience and cleanliness.",28 % of the reviews are talking about the Service,14 % of the reviews are talking about the food quality
f3K2hJ2sJBCtyc1M6O2jpw,44 % of the reviews are talking about the Service,"33 % are talking about other attributes like waiting time, price, ambience and cleanliness.",22 % of the reviews are talking about the food quality
f48ilIDSfNyIJFuTIayBhQ,50 % of the reviews are talking about the Service,42 % of the reviews are talking about the food quality,"7 % are talking about other attributes like waiting time, price, ambience and cleanliness."
f5hKCevF_qoC3tWkQHUS9w,43 % of the reviews are talking about the Service,"31 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the food quality
f75DXY1ODiLCNASwaFCqfg,38 % of the reviews are talking about the Service,30 % of the reviews are talking about the food quality,"30 % are talking about other attributes like waiting time, price, ambience and cleanliness."
fDqRqsEHHb2njcFZ17CfVQ,61 % of the reviews are talking about the Service,33 % of the reviews are talking about the food quality,"5 % are talking about other attributes like waiting time, price, ambience and cleanliness."
fGrE4Om-cTh_JgQC42qx9A,"52 % are talking about other attributes like waiting time, price, ambience and cleanliness.",23 % of the reviews are talking about the food quality,23 % of the reviews are talking about the Service
fJaMLu7ApaguE8tLmGR-jw,40 % of the reviews are talking about the Service,"40 % are talking about other attributes like waiting time, price, ambience and cleanliness.",20 % of the reviews are talking about the food quality
fK5pISvzFanBY_W9D3C3rg,50 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality,"25 % are talking about other attributes like waiting time, price, ambience and cleanliness."
fKxdy5SiWcSvYrLdxtYdmA,"75 % are talking about other attributes like waiting time, price, ambience and cleanliness.",25 % of the reviews are talking about the Service,0 % of the reviews are talking about the food quality
fMSEHQ-9gY437ysZ3Ockbg,"47 % are talking about other attributes like waiting time, price, ambience and cleanliness.",36 % of the reviews are talking about the food quality,15 % of the reviews are talking about the Service
fjvBTHjluJ_mo9BeHcHoBw,"43 % are talking about other attributes like waiting time, price, ambience and cleanliness.",30 % of the reviews are talking about the Service,25 % of the reviews are talking about the food quality
fkfVkLnoPNgVddCy0A41yA,59 % of the reviews are talking about the Service,22 % of the reviews are talking about the food quality,"18 % are talking about other attributes like waiting time, price, ambience and cleanliness."
fnPefa87H-3CJnDungeetQ,"50 % are talking about other attributes like waiting time, price, ambience and cleanliness.",28 % of the reviews are talking about the food quality,21 % of the reviews are talking about the Service
g-aAe8SqZlZTnN3oA8mNlw,"54 % are talking about other attributes like waiting time, price, ambience and cleanliness.",27 % of the reviews are talking about the Service,18 % of the reviews are talking about the food quality
